"watershed","reach","position","ID","mean_well_depth_cm","lat","lon","elevation","doc_mg.l","TYPE","Time","doc_mg.l.1","tdn_mg.l","na_mg.l","nh4_mg.l","K_mg.l","Mg_mg.l","Ca_mg.l","F_mg.l","Cl_mg.l","NO3_mg.l","PO4_mg.l","SO4_mg.l","usfs_DOC","MSU_DOC","date","fullid","Int_Abs","dec_254","dec_300","dec_562","a300","a305","a313","a320","a340","a380","a395","a412","Slope_ratio","Int_Fluor","peak_A_250.450","peak_C_350.450","peak_T_275.340","Fluorescence_Index","SUVA254","peak_ratioAT","peak_ratioCA","peak_ratioCT","Filename","area_m","analysis","area_km","transect","Qm3_s","fraction","reachposition","count_1.5","count_6.10","count_11.15","count_.15","percent_1.5","percent_6.10","percent_11.15","percent_.15","site","year","ndmi_raster_mean","ndmi_raster_median","ndvi_raster_mean","ndvi_raster_median","twi_mean","twi_median","slope_mean","slope_median","elevabovestreams_mean","elevabovestreams_median","disttostreams_mean","disttostreams_median","aspect_mean","aspect_median","resampled_mean","resampled_median","distance.to.outlet","percent_Beetle.kill","percent_Meadows","percent_Old.Forest","percent_cut.regenerating","percent_Tundra","stage","stage_num","Input.mm","snowpack_3day_avg","melt_snow_interact"
"dh","dh1","lw1",594,106.1,39.90120599,-105.906487,NA,0.6736,"synoptic","13:30",0.6736,NA,2.23,0,1.78,3.25,29.46,0.04,0.33,0.11,0,5.14,NA,0.6736,2022-10-01,"FEF5940309i3",62.177,1.1087,0.56242,0,1.2953,1.1731,1.0391,0.90863,0.63813,0.33941,0.27427,0.22238,1.08+0i,27550,10.44,1.3987,2.8504,1.6676,1.645932304,3.662643839,0.133975096,0.490703059,"dh1_lw1",3.25,"dinf",3.25e-06,1,0.013705347,1,"DH1_lw1",14945,8745,1911,546,57.1576089,33.44551956,7.30867786,2.088193674,"dh1",2022,0.065771155,0.06573255,0.215004429,0.215461239,5.964905739,5.639928341,17.66249613,17.44597524,71.92214962,66.47851563,245.3751801,215.5634919,147.3110711,146.0053303,3110.446289,3116.968262,NA,26.96629213,1.011235955,59.3258427,12.35955056,0.337078652,"Baseflow",1,NA,NA,NA
"dh","dh1","lw1",173,106.1,39.90120599,-105.906487,NA,1.49,"monitoring","10:20",1.49,0.17,2.42,0.02,1.72,2.78,18.41,0.01,0.3,0.17,0,3.14,1.49,NA,2021-09-16,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dh1_lw1",3.25,"dinf",3.25e-06,1,0.010845347,1,"DH1_lw1",14945,8745,1911,546,57.1576089,33.44551956,7.30867786,2.088193674,"dh1",2021,0.065771155,0.06573255,0.215004429,0.215461239,5.964905739,5.639928341,17.66249613,17.44597524,71.92214962,66.47851563,245.3751801,215.5634919,147.3110711,146.0053303,3110.446289,3116.968262,NA,26.96629213,1.011235955,59.3258427,12.35955056,0.337078652,"Baseflow",1,0,0,0
"lexen","lexen1","lw1",94,92.3,39.89254497,-105.925119,NA,0.83,"monitoring","9:56",0.83,0.13,1.78,0.05,0.66,1.69,12.61,0,0.26,0.05,0,1.87,0.83,NA,2021-07-15,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen1_lw1",129.75,"dinf",0.00012975,1,0.016338812,1,"LEXEN1_lw1",17595,15886,3878,662,46.27705742,41.78217301,10.19962652,1.741143053,"lexen1 lw1",2021,0.05811049,0.058170617,0.201131895,0.202162355,5.873808861,5.681762218,21.4852633,21.44233679,81.25526691,73.09936523,206.5070371,185.5634919,131.262529,142.9402997,3279.899414,3280.159668,0,33.1838565,3.587443946,55.00747384,0,8.22122571,"Baseflow",1,2.54,0,0
"lexen","lexen1","lw1",564,92.3,39.89254497,-105.925119,NA,1.02,"synoptic","13:45",1.02,NA,2.12,0.04,0.8,0.89,4.04,0.05,0.28,0.14,0,1.7,NA,1.02,2022-09-24,"FEF564i1h",145.79,2.2257,1.0714,0,2.4675,2.3137,2.0908,1.9675,1.5256,0.96029,0.85679,0.6952,1.6256+0i,36282,28.791,1.6694,2.6051,1.539,2.182058824,11.05178304,0.057983398,0.64081993,"lexen1_lw1",129.75,"dinf",0.00012975,1,0.006626139,1,"LEXEN1_lw1",17595,15886,3878,662,46.27705742,41.78217301,10.19962652,1.741143053,"lexen1 lw1",2022,0.05811049,0.058170617,0.201131895,0.202162355,5.873808861,5.681762218,21.4852633,21.44233679,81.25526691,73.09936523,206.5070371,185.5634919,131.262529,142.9402997,3279.899414,3280.159668,0,33.1838565,3.587443946,55.00747384,0,8.22122571,"Baseflow",1,0,0,0
"lexen","lexen1","lw1",538,92.3,39.89254497,-105.925119,NA,1.05,"monitoring","12:00",1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,2022-09-06,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen1_lw1",129.75,"dinf",0.00012975,1,0.007928713,1,"LEXEN1_lw1",17595,15886,3878,662,46.27705742,41.78217301,10.19962652,1.741143053,"lexen1 lw1",2022,0.05811049,0.058170617,0.201131895,0.202162355,5.873808861,5.681762218,21.4852633,21.44233679,81.25526691,73.09936523,206.5070371,185.5634919,131.262529,142.9402997,3279.899414,3280.159668,0,33.1838565,3.587443946,55.00747384,0,8.22122571,"Baseflow",1,0,0,0
"lexen","lexen1","stream",560,NA,39.892522,-105.92511,NA,0.65,"synoptic","13:45",0.65,NA,1.45,0.01,0.72,1.67,15.82,0.04,0.2,0.16,0,1.79,NA,0.65,2022-09-24,"FEF560f0309i3",129.85,1.8039,1.024,0,2.3582,2.2112,1.9723,1.7683,1.3867,0.79256,0.68285,0.58107,1.1649+0i,33474,8.2838,1.9449,2.9053,1.4764,2.775230769,2.851271814,0.234783553,0.669431728,"lexen1_stream",1162680.5,"dinf",1.1626805,1,0.006626139,1,"LEXEN1_stream",17595,15887,3878,662,46.2758403,41.78370417,10.19935827,1.741097259,"lexen1",2022,0.05811049,0.058170617,0.201094836,0.202154711,5.874270439,5.681762218,21.48364696,21.44233612,81.26356029,73.11560059,206.5257297,185.5634919,131.2693236,142.9597073,3279.928467,3280.186035,0,33.15907394,3.58476475,54.96639283,0,8.289768484,"Baseflow",1,0,0,0
"lexen","lexen1","stream",541,NA,39.892522,-105.92511,NA,0.71,"monitoring","12:00",0.71,NA,1.32,0.01,0.67,1.67,17.77,0.03,0.19,0.15,0,1.73,NA,0.71,2022-09-06,"FEF5410309i3",140.71,1.7973,1.0772,0,2.4808,2.2816,2.0644,1.8617,1.5063,0.90771,0.85656,0.68399,1.1421+0i,34912,11.254,1.9939,3.1458,1.5186,2.531408451,3.577468371,0.177172561,0.633829233,"lexen1_stream",1162680.5,"dinf",1.1626805,1,0.007928713,1,"LEXEN1_stream",17595,15887,3878,662,46.2758403,41.78370417,10.19935827,1.741097259,"lexen1",2022,0.05811049,0.058170617,0.201094836,0.202154711,5.874270439,5.681762218,21.48364696,21.44233612,81.26356029,73.11560059,206.5257297,185.5634919,131.2693236,142.9597073,3279.928467,3280.186035,0,33.15907394,3.58476475,54.96639283,0,8.289768484,"Baseflow",1,0,0,0
"lexen","lexen1","stream",92,NA,39.892522,-105.92511,NA,1.02,"monitoring","9:30",1.02,0.05,1.7,0.02,0.47,1.39,11.4,0.01,0.14,0.06,0,1.65,1.02,NA,2021-07-15,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen1_stream",1162680.5,"dinf",1.1626805,1,0.016423763,1,"LEXEN1_stream",17595,15887,3878,662,46.2758403,41.78370417,10.19935827,1.741097259,"lexen1",2021,0.05811049,0.058170617,0.201094836,0.202154711,5.874270439,5.681762218,21.48364696,21.44233612,81.26356029,73.11560059,206.5257297,185.5634919,131.2693236,142.9597073,3279.928467,3280.186035,0,33.15907394,3.58476475,54.96639283,0,8.289768484,"Baseflow",1,2.54,0,0
"dh","dh2","stream",592,NA,39.90008902,-105.912993,NA,1.005,"synoptic","12:45",1.005,NA,1.35,0.01,1.18,2.56,40.91,0.03,0.3,0.25,0,2.34,NA,1.005,2022-10-01,"FEF592i1h",111.41,1.5253,0.77602,0,1.7872,1.6689,1.5043,1.4122,1.1518,0.84668,0.71317,0.62659,1.7596+0i,44026,54.761,1.6161,2.708,1.6012,1.517711443,20.22193501,0.029511879,0.596787297,"dh2_stream",1668001.25,"dinf",1.66800125,2,0.013308911,0.649335583,"DH2_stream",25111,20675,7692,2133,45.15473557,37.17789646,13.83179587,3.835572099,"dh2",2022,0.062357932,0.06455262,0.203097001,0.205595553,6.010921955,5.741036892,20.23370707,19.84546289,70.2624295,63.35681152,204.5473528,183.137085,106.8708187,108.5198399,3189.847656,3175.055176,657.1,22.09360845,2.969300453,59.93960745,8.152994464,6.84448918,"Baseflow",1,NA,NA,NA
"dh","dh1","stream",185,NA,39.90130196,-105.906286,NA,0.58,"monitoring","16:50",0.58,0.06,2,0.01,1.43,3.03,22.15,0.01,0.25,0.14,0,2.99,0.58,NA,2021-09-29,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dh1_stream",2678640.25,"dinf",2.67864025,1,0.010562178,1,"DH1_stream",41735,32995,10654,2983,47.22916926,37.33859925,12.05653694,3.375694547,"dh1",2021,0.06466932,0.06653269,0.207206577,0.208291888,5.982262135,5.663560867,19.87941631,19.71067352,69.20887105,62.42944336,203.0628405,180.7106781,111.0929004,116.0742565,3144.251221,3130.909668,NA,21.02310231,2.244224422,63.53135314,8.646864686,4.554455446,"Baseflow",1,2.54,0,0
"dh","dh1","stream",172,NA,39.90130196,-105.906286,NA,0.76,"monitoring","10:00",0.76,0.06,2.1,0.02,1.38,3.04,21.27,0.01,0.24,0.16,0,3.02,0.76,NA,2021-09-16,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dh1_stream",2678640.25,"dinf",2.67864025,1,0.010930297,1,"DH1_stream",41735,32995,10654,2983,47.22916926,37.33859925,12.05653694,3.375694547,"dh1",2021,0.06466932,0.06653269,0.207206577,0.208291888,5.982262135,5.663560867,19.87941631,19.71067352,69.20887105,62.42944336,203.0628405,180.7106781,111.0929004,116.0742565,3144.251221,3130.909668,NA,21.02310231,2.244224422,63.53135314,8.646864686,4.554455446,"Baseflow",1,0,0,0
"dh","dh1","stream",595,NA,39.90130196,-105.906286,NA,0.5981,"synoptic","13:45",0.5981,NA,1.56,0.04,1.38,2.49,25.74,0.03,0.32,0.07,0,2.99,NA,0.5981,2022-10-01,"fef5950310i3",59.805,1.3239,0.64561,0,1.4868,1.3586,1.1658,1.0164,0.66366,0.18433,0.10114,0.021801,0.45859+0i,17295,6.8667,1.027,1.5788,1.5055,2.213509447,4.349315936,0.149562381,0.650494046,"dh1_stream",2678640.25,"dinf",2.67864025,1,0.014554852,1,"DH1_stream",41735,32995,10654,2983,47.22916926,37.33859925,12.05653694,3.375694547,"dh1",2022,0.06466932,0.06653269,0.207206577,0.208291888,5.982262135,5.663560867,19.87941631,19.71067352,69.20887105,62.42944336,203.0628405,180.7106781,111.0929004,116.0742565,3144.251221,3130.909668,NA,21.02310231,2.244224422,63.53135314,8.646864686,4.554455446,"Baseflow",1,NA,NA,NA
"lexen","lexen2.5","stream",554,NA,39.89348848,-105.9291795,NA,0.67,"synoptic","12:00",0.67,NA,1.78,0.02,0.68,1.88,12.13,0.03,0.33,0.22,0,1.4,NA,0.67,2022-09-24,"fef5540310i3",172.9,2.5621,1.3912,0,3.204,2.9573,2.6449,2.4133,1.9256,0.96374,0.73364,0.57762,0.78876+0i,23185,5.6977,1.2638,2.6699,1.5999,3.824029851,2.134049964,0.2218088,0.473351062,"lexen2.5_stream",7e+05,"dinf",0.7,2.5,0.00679604,0.5,"LEXEN2.5_stream",8849,8126,1851,321,46.21611741,42.44006894,9.667310806,1.676502846,"lexen2.5",2022,0.053967323,0.054587,0.197086364,0.199578285,5.868932724,5.731265545,20.95342302,21.0682917,87.35626352,77.95605469,226.8706136,203.8477631,133.1698096,144.4053551,3354.985352,3354.974854,NA,3.389830508,0,94.91525424,0,1.694915254,"Baseflow",1,0,0,0
"dh","dh1","rw1",213,121.6,39.90121001,-105.906394,NA,0.68,"synoptic","11:05",0.68,0.11,1.76,0.01,1.28,2.67,25.65,0.02,0.2,0.12,0,2.93,0.68,NA,2021-10-20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dh1_rw1",2,"dinf",2e-06,1,NA,1,"DH1_rw1",1,1,1,1,25,25,25,25,"dh1",2021,0.065771155,0.06573255,0.215004429,0.215461239,6.545880318,6.545880318,6.944387918,6.944387918,6.35925293,6.35925293,39.14213562,39.14213562,3.196704811,3.196704811,2874.583496,2874.607666,NA,26.96629213,1.011235955,59.3258427,12.35955056,0.337078652,"Baseflow",1,0,29.93,0
"lexen","lexen5","rw1",193,106,39.89777301,-105.937886,NA,1.01,"synoptic","10:52",1.01,0.08,1.67,0.01,0.43,1.65,12.71,0.02,0.21,0.04,0,1.38,1.01,NA,2021-10-06,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen5_rw1",23.25,"dinf",2.33e-05,5,NA,0.038875847,"LEXEN5_rw1",171,70,5,0,69.51219512,28.45528455,2.032520325,0,"lexen5 rw1",2021,0.02140899,0.013552082,0.185175329,0.192925617,4.901035309,4.779876232,22.57469363,22.3972615,109.8985851,107.7495117,267.2398065,258.492424,152.4858985,149.0685037,3458.727783,3462.054688,1514.58,NA,10.63829787,25.53191489,0,63.82978723,"Baseflow",1,0,0,0
"lexen","lexen1","lw2",166,119.3,39.89256701,-105.925078,NA,1.81,"monitoring","11:33",1.81,0.09,2.14,0.01,1.06,2.65,16.67,0.01,0.49,0.03,0,3.82,1.81,NA,2021-09-02,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen1_lw2",370.25,"dinf",0.00037025,1,NA,1,"LEXEN1_lw2",3538,2459,334,7,55.82202588,38.79772799,5.269801199,0.110444935,"lexen1 lw2",2021,0.04767127,0.045026828,0.212625995,0.215200767,5.622230053,5.470915794,20.86267282,21.25864747,67.80837285,65.70214844,180.8509035,176.9238816,174.9325449,165.575281,3165.212402,3167.683838,0,78.26086957,0,21.73913043,0,0,"Baseflow",1,5.08,0,0
"lexen","lexen1","lw2",157,119.3,39.89256701,-105.925078,NA,1.13,"monitoring","17:46",1.13,0.15,1.99,0.02,1.04,1.52,14.31,0.02,0.48,0.05,0,4.23,1.13,NA,2021-08-18,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen1_lw2",370.25,"dinf",0.00037025,1,NA,1,"LEXEN1_lw2",3538,2459,334,7,55.82202588,38.79772799,5.269801199,0.110444935,"lexen1 lw2",2021,0.04767127,0.045026828,0.212625995,0.215200767,5.622230053,5.470915794,20.86267282,21.25864747,67.80837285,65.70214844,180.8509035,176.9238816,174.9325449,165.575281,3165.212402,3167.683838,0,78.26086957,0,21.73913043,0,0,"Baseflow",1,0,0,0
"lexen","lexen1","lw2",190,119.3,39.89256701,-105.925078,NA,1.92,"monitoring","17:55",1.92,0.21,2.05,0.02,1.06,2.83,17.87,0.01,0.7,0.04,0,3.29,1.92,NA,2021-09-29,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen1_lw2",370.25,"dinf",0.00037025,1,NA,1,"LEXEN1_lw2",3538,2459,334,7,55.82202588,38.79772799,5.269801199,0.110444935,"lexen1 lw2",2021,0.04767127,0.045026828,0.212625995,0.215200767,5.622230053,5.470915794,20.86267282,21.25864747,67.80837285,65.70214844,180.8509035,176.9238816,174.9325449,165.575281,3165.212402,3167.683838,0,78.26086957,0,21.73913043,0,0,"Baseflow",1,2.54,0,0
"lexen","lexen1","lw2",176,119.3,39.89256701,-105.925078,NA,1.93,"monitoring","11:50",1.93,0.22,1.7,0.01,1.04,1.88,16.24,0.01,0.65,0.05,0,3.48,1.93,NA,2021-09-16,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen1_lw2",370.25,"dinf",0.00037025,1,NA,1,"LEXEN1_lw2",3538,2459,334,7,55.82202588,38.79772799,5.269801199,0.110444935,"lexen1 lw2",2021,0.04767127,0.045026828,0.212625995,0.215200767,5.622230053,5.470915794,20.86267282,21.25864747,67.80837285,65.70214844,180.8509035,176.9238816,174.9325449,165.575281,3165.212402,3167.683838,0,78.26086957,0,21.73913043,0,0,"Baseflow",1,0,0,0
"lexen","lexen1","lw2",115,119.3,39.89256701,-105.925078,NA,1.21,"synoptic","12:20",1.21,0.06,1.99,0.01,1.04,1.68,16.11,0.01,0.31,0.04,0,3.92,1.21,NA,2021-07-28,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen1_lw2",370.25,"dinf",0.00037025,1,NA,1,"LEXEN1_lw2",3538,2459,334,7,55.82202588,38.79772799,5.269801199,0.110444935,"lexen1 lw2",2021,0.04767127,0.045026828,0.212625995,0.215200767,5.622230053,5.470915794,20.86267282,21.25864747,67.80837285,65.70214844,180.8509035,176.9238816,174.9325449,165.575281,3165.212402,3167.683838,0,78.26086957,0,21.73913043,0,0,"Baseflow",1,0,0,0
"lexen","lexen1","lw2",198,119.3,39.89256701,-105.925078,NA,1.22,"synoptic","18:15",1.22,0.3,1.91,0.02,1.05,2.49,15.38,0.01,0.8,0.05,0,3.51,1.22,NA,2021-10-06,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen1_lw2",370.25,"dinf",0.00037025,1,NA,1,"LEXEN1_lw2",3538,2459,334,7,55.82202588,38.79772799,5.269801199,0.110444935,"lexen1 lw2",2021,0.04767127,0.045026828,0.212625995,0.215200767,5.622230053,5.470915794,20.86267282,21.25864747,67.80837285,65.70214844,180.8509035,176.9238816,174.9325449,165.575281,3165.212402,3167.683838,0,78.26086957,0,21.73913043,0,0,"Baseflow",1,0,0,0
"lexen","lexen3","stream",103,NA,39.89367502,-105.934621,NA,1.67,"synoptic","10:10",1.67,0.06,1.73,0.01,0.51,1.37,9.77,0.01,0.15,0.04,0,1.7,1.67,NA,2021-07-28,"fef1030310i1h",99.456,1.7912,0.98754,0,2.2743,2.0723,1.7824,1.5468,1.0827,0.41419,0.27726,0.1542,0.6114+0i,14973,4.9507,0.83712,1.4812,1.6271,1.07257485,3.342357548,0.16909124,0.565163381,"lexen3_stream",385404.25,"dinf",0.38540425,3,NA,0.503873555,"LEXEN3_stream",7550,7296,1656,286,44.97259948,43.45961401,9.864188706,1.703597808,"lexen3",2021,0.053184886,0.053319067,0.196882725,0.199357599,5.932195187,5.832734108,20.50210076,20.70443295,90.36756272,80.9934082,237.3376194,214.8528137,136.171719,144.4562228,3369.628418,3365.94043,942.8,3.725782414,7.153502235,72.72727273,0,16.39344262,"Baseflow",1,0,0,0
"lexen","lexen3","stream",194,NA,39.89367502,-105.934621,NA,1.52,"synoptic","12:00",1.52,0.06,1.78,0.02,0.74,1.96,14.37,0.01,0.22,0.06,0,1.08,1.52,NA,2021-10-06,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen3_stream",385404.25,"dinf",0.38540425,3,NA,0.503873555,"LEXEN3_stream",7550,7296,1656,286,44.97259948,43.45961401,9.864188706,1.703597808,"lexen3",2021,0.053184886,0.053319067,0.196882725,0.199357599,5.932195187,5.832734108,20.50210076,20.70443295,90.36756272,80.9934082,237.3376194,214.8528137,136.171719,144.4562228,3369.628418,3365.94043,942.8,3.725782414,7.153502235,72.72727273,0,16.39344262,"Baseflow",1,0,0,0
"dhs","dhs1","stream",203,NA,39.90193899,-105.919389,NA,0.6,"synoptic","17:15",0.6,0.06,1.6,0.01,1.04,2.93,24,0.01,0.16,0.18,0,1.86,0.6,NA,2021-10-19,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dhs1_stream",779515.25,"dinf",0.77951525,1,NA,0.296789357,"DHS1_stream",11860,6853,2214,616,55.05268533,31.81079701,10.27712018,2.859397484,"dhs1",2021,0.05476604,0.054325204,0.197056442,0.201040596,6.043188095,5.871785164,21.24626088,20.24646661,74.36938919,65.90161133,204.9150285,185.5634919,110.7477179,106.9639588,3261.937256,3245.193848,1344.39,18.33150384,6.256860593,43.79802415,17.12403952,14.4895719,"Baseflow",1,0,29.93,0
"lexen","lexen1","lw1",156,92.3,39.89254497,-105.925119,NA,1.02,"monitoring","17:40",1.02,0.14,1.87,0.03,0.69,1.72,12.81,0.01,0.26,0.08,0,1.71,1.02,NA,2021-08-18,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen1_lw1",129.75,"dinf",0.00012975,1,NA,1,"LEXEN1_lw1",17595,15886,3878,662,46.27705742,41.78217301,10.19962652,1.741143053,"lexen1 lw1",2021,0.05811049,0.058170617,0.201131895,0.202162355,5.873808861,5.681762218,21.4852633,21.44233679,81.25526691,73.09936523,206.5070371,185.5634919,131.262529,142.9402997,3279.899414,3280.159668,0,33.1838565,3.587443946,55.00747384,0,8.22122571,"Baseflow",1,0,0,0
"lexen","lexen1","lw1",164,92.3,39.89254497,-105.925119,NA,1,"monitoring","11:13",1,0.09,1.91,0.01,0.74,2.84,14.01,0.01,0.27,0.03,0,2.54,1,NA,2021-09-02,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen1_lw1",129.75,"dinf",0.00012975,1,NA,1,"LEXEN1_lw1",17595,15886,3878,662,46.27705742,41.78217301,10.19962652,1.741143053,"lexen1 lw1",2021,0.05811049,0.058170617,0.201131895,0.202162355,5.873808861,5.681762218,21.4852633,21.44233679,81.25526691,73.09936523,206.5070371,185.5634919,131.262529,142.9402997,3279.899414,3280.159668,0,33.1838565,3.587443946,55.00747384,0,8.22122571,"Baseflow",1,5.08,0,0
"lexen","lexen1","lw1",189,92.3,39.89254497,-105.925119,NA,0.66,"monitoring","17:50",0.66,0.11,1.82,0.02,0.74,2.95,14.02,0.01,0.41,0.05,0,1.97,0.66,NA,2021-09-29,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen1_lw1",129.75,"dinf",0.00012975,1,NA,1,"LEXEN1_lw1",17595,15886,3878,662,46.27705742,41.78217301,10.19962652,1.741143053,"lexen1 lw1",2021,0.05811049,0.058170617,0.201131895,0.202162355,5.873808861,5.681762218,21.4852633,21.44233679,81.25526691,73.09936523,206.5070371,185.5634919,131.262529,142.9402997,3279.899414,3280.159668,0,33.1838565,3.587443946,55.00747384,0,8.22122571,"Baseflow",1,2.54,0,0
"lexen","lexen1","lw1",177,92.3,39.89254497,-105.925119,NA,0.7,"monitoring","12:00",0.7,0.14,1.79,0.03,0.73,1.85,14.15,0.01,0.31,0.05,0,1.91,0.7,NA,2021-09-16,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen1_lw1",129.75,"dinf",0.00012975,1,NA,1,"LEXEN1_lw1",17595,15886,3878,662,46.27705742,41.78217301,10.19962652,1.741143053,"lexen1 lw1",2021,0.05811049,0.058170617,0.201131895,0.202162355,5.873808861,5.681762218,21.4852633,21.44233679,81.25526691,73.09936523,206.5070371,185.5634919,131.262529,142.9402997,3279.899414,3280.159668,0,33.1838565,3.587443946,55.00747384,0,8.22122571,"Baseflow",1,0,0,0
"lexen","lexen1","stream",188,NA,39.892522,-105.92511,NA,0.62,"monitoring","17:38",0.62,0.06,1.74,0.01,0.67,1.94,13.98,0.02,0.21,0.09,0,1.92,0.62,NA,2021-09-29,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen1_stream",1162680.5,"dinf",1.1626805,1,NA,1,"LEXEN1_stream",17595,15887,3878,662,46.2758403,41.78370417,10.19935827,1.741097259,"lexen1",2021,0.05811049,0.058170617,0.201094836,0.202154711,5.874270439,5.681762218,21.48364696,21.44233612,81.26356029,73.11560059,206.5257297,185.5634919,131.2693236,142.9597073,3279.928467,3280.186035,0,33.15907394,3.58476475,54.96639283,0,8.289768484,"Baseflow",1,2.54,0,0
"lexen","lexen1","stream",249,NA,39.892522,-105.92511,NA,0.64,"monitoring","11:00",0.64,NA,1.73,0.04,0.76,2.13,19.16,0.03,0.25,0.14,0,1.82,NA,0.64,2022-04-15,"FEF249i1h",94.703,1.5534,0.85175,0,1.9616,1.8003,1.5885,1.4129,1.0098,0.49762,0.37492,0.28632,0.82054+0i,21707,5.6603,1.3281,1.7541,1.5289,2.4271875,3.226896984,0.234634207,0.757140414,"lexen1_stream",1162680.5,"dinf",1.1626805,1,NA,1,"LEXEN1_stream",17595,15887,3878,662,46.2758403,41.78370417,10.19935827,1.741097259,"lexen1",2022,0.05811049,0.058170617,0.201094836,0.202154711,5.874270439,5.681762218,21.48364696,21.44233612,81.26356029,73.11560059,206.5257297,185.5634919,131.2693236,142.9597073,3279.928467,3280.186035,0,33.15907394,3.58476475,54.96639283,0,8.289768484,"Baseflow",1,0,495.98,0
"lexen","lexen1","stream",245,NA,39.892522,-105.92511,NA,0.58,"monitoring","9:30",0.58,0.09,2.2,0.03,0.77,2.13,19.43,0.04,0.26,0.13,0,1.85,0.94,0.58,2022-02-15,"FEF245i3",142.42,1.7415,0.88766,0,2.0443,1.9044,1.7786,1.6682,1.4586,1.078,1.0122,1.0387,1.9369+0i,44023,70.602,1.3054,2.1382,1.6695,3.002586207,33.01936208,0.018489561,0.610513516,"lexen1_stream",1162680.5,"dinf",1.1626805,1,NA,1,"LEXEN1_stream",17595,15887,3878,662,46.2758403,41.78370417,10.19935827,1.741097259,"lexen1",2022,0.05811049,0.058170617,0.201094836,0.202154711,5.874270439,5.681762218,21.48364696,21.44233612,81.26356029,73.11560059,206.5257297,185.5634919,131.2693236,142.9597073,3279.928467,3280.186035,0,33.15907394,3.58476475,54.96639283,0,8.289768484,"Baseflow",1,0,335.21,0
